Stock Guide,Setor,Ticker,Rating,Market Cap (R$ mn),Volume Negociado (R$ mn) Semana,Volume Negociado (R$ mn) Média (12M),Volume Negociado (R$ mn) % da Média,Preço (R$) Último,Preço (R$) Alvo,Preço (R$) Upside (%),Performance (%) Semana,Performance (%) Mês,Performance (%) Ano,P/L 2025E,P/L 2026E,EV/EBITDA 2025E,EV/EBITDA 2026E,P/VP 2025E,P/VP 2026E,Dividend Yield (%) 2025E,Dividend Yield (%) 2026E,Dívida Líquida/EBITDA 2025E,Dívida Líquida/EBITDA 2026E,Roe (%) 2025E,Roe (%) 2026E,Lucro líquido (R$mn) 2025E,Lucro líquido (R$mn) 2026E,Lucro líquido (R$mn) 2027E,ROE 2025E,ROE 2026E,ROE 2027E,Dividend Yield (%) 2025E (extra),Dividend Yield (%) 2026E (extra),Dividend Yield (%) 2027E,4. Dados fundamentalistas (12M) EPS,4.Dados fundamentalistas (12M) LPA,Dívida líquida 2025E,Dívida líquida 2026E,Dívida líquida 2027E,Dívida Líquida/EBITDA 2025E (extra),Dívida Líquida/EBITDA 2026E (extra),Dívida Líquida/EBITDA 2027E,5.Destaques financeiros (R$ mn) Receita,5.Destaques financeiros (R$ mn) Lucro Bruto,5.Destaques financeiros (R$ mn) Mg. Bruta (%),5.Destaques financeiros (R$ mn) EBITDA,5.Destaques financeiros (R$ mn) Mg. EBITDA (%),5.Destaques financeiros (R$ mn) LAIR,5.Destaques financeiros (R$ mn) Lucro Líquido,5.Destaques financeiros (R$ mn) Mg. Líquida (%),5.Destaques financeiros (R$ mn) ROE,5.Destaques financeiros (R$ mn) Mg. LAIR (%)
Sequoia,Aluguel de carros & Logística,SEQL3,Buy,28.457468005,0.27142,0.904662576,0.3000234642181109,2.5,23,8.2,-0.10071942446,-0.05303030303,-0.05303030303,1.345513470397958,1.125106180421023,1.593571632407561,1.208980677984315,0.28793616570380814,0.24156923374239056,0,0,0.9862413825576468,0.6790317701720967,0.232669,0.233509,,,,,,,0.0,0.0,0.0,,,567.243497181229,447.57653539942413,281.44484070726764,0.9862413825576468,0.6790317701720967,0.37642863157732875,,,,,,,,,,
Gps,Aluguel de carros & Logística,GGPS3,Buy,12045.160262,37.492905,47.286821144,0.7928827544956951,16.06,25,0.5566625155666254,0.009428032683,-0.0061881188121,-0.0061881188121,12.24928112840069,8.91576316109268,5.59850257331993,4.44514073042465,2.293577981651376,1.922630292321211,0,0,0.6640239658083309,0.42145627907037975,0.201382,0.234617,,,,,,,0.0,0.0,,,,1560.7986597810784,1247.676585733169,,0.6640239658083309,0.42145627907037975,,,,,,,,,,,
JSL,Aluguel de carros & Logística,JSLG3,Buy,1723.6543688,10.635975,3.885556068,2.73731090579131,6.06,18,1.9702970297029703,0.0131446767,-0.0016474464583,-0.0016474464583,2.87255993880352,2.964015591961627,3.392635362891042,3.355799152079766,0.6332109752389431,0.5457640246044111,0,0,2.6665848636143603,2.657406327012747,0.240298,0.197788,,,,,,,0.0,0.0,0.0,,,6346.1234107479395,6574.733107444262,6806.369883067393,2.6665848636143603,2.657406327012747,2.6462153728523123,,,,,,,,,,
Mills,Aluguel de carros & Logística,MILS3,Buy,3173.45,12.751566,10.901182772,1.169741510320583,14,19,0.3571428571428572,0.012292118583,0,0,9.22694973937399,7.06011913976417,4.54156406095684,3.97827443949323,1.6492727296288312,1.4318559307472651,0,0,1.3245497387699008,1.1178081457302211,0.19067399999999998,0.21712,,,,,,,0.0,0.0,0.0,,,1352.6982625430755,1283.855336778343,1172.349716021324,1.3245497387699008,1.1178081457302211,0.8754612614056932,,,,,,,,,,
Armac,Aluguel de carros & Logística,ARML3,Buy,1589.4160797,2.931628,5.555771176,0.5276725601414509,4.59,6,0.30718954248366015,0.08,0.024553571428,0.024553571428,7.834478725701246,6.019781707101053,4.128915400430289,3.857604399205371,1.0621901945265966,0.9380517951736316,n.a.,n.a.,n.a.,n.a.,0.142841,0.165499,,,,,,,,,,,,1968.5968588774565,2165.96555837734,2312.4203617531944,,,,,,,,,,,,,
Randon Part,Bens de capital,RAPT4,Neutral,1939.07224,20.153209,25.9146611,0.7776759619673359,5.46,8,0.4652014652014651,-0.019748653501,-0.033628318584,-0.033628318584,5.236309642966268,n.a.,4.923584301058276,n.a.,0.5484212799509836,n.a.,0.047743547857142854,n.a.,n.a.,n.a.,0.107735,n.a.,,,,,,,0.047743547857142854,,,,,6001.989791611747,,,,,,,,,,,,,,,
Marcopolo,Bens de capital,POMO4,Neutral,7144.4693817,63.319584,93.683750588,0.6758865182337249,5.88,10,0.7006802721088436,-0.023255813953,-0.015075376884,-0.015075376884,5.03776591988889,4.66965435307708,3.252226719702,3.11666231662191,1.3125292975289626,1.3125292975289626,0.09925034389455782,0.1070743061904762,-0.48404763874163914,-0.4751343376059832,0.277396,0.281076,,,,,,,0.09925034389455782,0.1070743061904762,0.11629284022108843,,,-836.4584660171091,-836.4584660171091,-836.4584660171091,-0.48404763874163914,-0.4751343376059832,-0.44127000166162006,,,,,,,,,,
Iochp-Maxion,Bens de capital,MYPK3,Neutral,1470.7414,24.890552,13.434633788,1.8527153320868772,9.82,14,0.4256619144602851,-0.022885572139,-0.026759167492,-0.026759167492,4.84074854885365,n.a.,2.957835540974579,n.a.,0.2764670773319519,n.a.,0.0764344597250509,n.a.,n.a.,n.a.,0.0584182,n.a.,,,,,,,0.0764344597250509,,,,,3855.9890522352,,,,,,,,,,,,,,,
Tupy,Bens de capital,TUPY3,Neutral,1524.13476,27.627172,12.121592308,2.279170202892127,11.63,35,2.0094582975064488,-0.042009884678,-0.053702196908,-0.053702196908,2.32446085707793,n.a.,2.34378885986558,n.a.,0.351670814346234,n.a.,0.10755182184866724,n.a.,1.3152242075801677,n.a.,0.160391,n.a.,,,,,,,0.10755182184866724,,,,,2148.606726078416,,,1.3152242075801677,,,,,,,,,,,,
Weg,Bens de capital,WEGE3,Buy,202442.3307,232.80164,371.48383791,0.6266803996366627,48.25,52,0.07772020725388606,-0.010256410256,-0.0053597196456,-0.0053597196456,29.642885966555,23.3619869317644,19.9959843826197,16.3373084497788,8.0011408880686,7.255650008496254,0.023614434870466317,0.02996320484352331,-0.5438554363689098,-0.6396499331681104,0.28130700000000003,0.325751,,,,,,,0.023614434870466317,0.02996320484352331,,,,-5398.28643240241,-7681.605110764184,,-0.5438554363689098,-0.6396499331681104,,,,,,,,,,,
Aeris,Bens de capital,AERI3,Neutral,199.509128,0.060818,1.675926748,0.036289175569623404,3.25,17,4.230769230769231,0.0030864197524,-0.018126888218,-0.018126888218,22.798035616766924,15.440418105303133,9.852911000714014,8.53424527580932,2.0395100155630304,1.8556689258246308,0.010965857076923078,0.016191271384615385,0.5033205647950146,0.5194353689234358,0.0925652,0.125855,,,,,,,0.010965857076923078,0.016191271384615385,,,,125.35437314571536,147.4214459795912,,0.5033205647950146,0.5194353689234358,,,,,,,,,,,
Embraer,Bens de capital,EMBJ3,Buy,64986.61194,197.177594,411.03032865,0.4797154376603202,88.59,107,0.20781126537983963,-0.006838565022,-0.00011286681729,-0.00011286681729,24.1,16.2,7.9,7.2,1,0.9,0.02,0.029,n.a.,n.a.,0.04,0.058,,,,,,,-0.0143384374812777,-0.01631488175301849,,,,2338.7427507108437,3249.627326480649,,,,,,,,,,,,,,
Fras-Le,Bens de capital,FRAS3,Buy,6686.54685,12.760574,10.02087208,1.273399550271477,24.11,30,0.2442969722107009,0.010901467503,-0.0016563147001,-0.0016563147001,14.11428148808944,n.a.,6.30914999972776,n.a.,2.2071680322241036,n.a.,0.017712555910410616,n.a.,n.a.,n.a.,0.16612100000000002,n.a.,,,,,,,0.017712555910410616,,,,,879.8265134438519,,,,,,,,,,,,,,,
Totvs,"Telecom, media & tech",TOTS3,Buy,24081.015766,157.003774,130.07483107,1.2070265454775655,40.98,55,0.3421181063933627,-0.033034450213,-0.026140684411,-0.026140684411,20.92062891125246,17.27602598227891,12.03916633548263,9.99195900619178,3.799545686338139,3.2863397969494295,0.015239579031234747,0.017533257445095166,-0.712855831586439,-1.114169598594064,0.193424,0.20400300000000002,,,,,,,0.015239579031234747,0.017533257445095166,0.020391896739873107,,,-1348.990765681261,-2420.8893225662973,-3707.7217170412673,-0.712855831586439,-1.114169598594064,-1.4853115999655524,,,,,,,,,,
Locaweb,"Telecom, media & tech",LWSA3,Buy,2280.5436783,8.144737,23.61710594,0.344866006050528,4.12,7,0.6990291262135921,-0.014354066985,-0.032863849765,-0.032863849765,9.624811344004335,9.33245785185842,3.946884485137637,3.011635391299223,0.7346778651545142,0.6913528869856175,0.018793327888349514,0.021853034854368934,-1.899060415403523,-2.120603513401191,0.0783055,0.0763311,,,,,,,0.018793327888349514,0.021853034854368934,0.0267882270631068,,,-789.8420671818567,-1004.6361679645828,-1270.1042781046742,-1.899060415403523,-2.120603513401191,-2.378702591981442,,,,,,,,,,
Intelbras,"Telecom, media & tech",INTB3,Buy,3797.284476,12.477517,29.828637716,0.418306632666201,11.6,22,0.896551724137931,-0.0076988879382,-0.00086132644265,-0.00086132644265,5.71235145112701,4.72607676152992,3.82857026491761,2.82344340816575,0.996110018634127,0.8598579751827197,0.039093461025862065,0.05251777706034482,-0.9362171592886956,-1.3143918842833988,0.187044,0.195296,,,,,,,0.039093461025862065,0.05251777706034482,,,,-748.274946142765,-1209.7059223828774,,-0.9362171592886956,-1.3143918842833988,,,,,,,,,,,
Bemobi,"Telecom, media & tech",BMOB3,n.a.,1856.4469,6.613195,6.945268376,0.952187106671427,22,n.a.,n.a,-0.037199124727,-0.031263760457,-0.031263760457,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim,"Telecom, media & tech",TIMS3,Buy,51765.604238,110.858899,133.76193432,0.8287776306732464,21.64,22,0.01663585951940849,0.0083876980443,0.014058106842,0.014058106842,11.7302262962157,10.6304111121319,4.6222781227815,4.3046316409484,2.1203213795806386,2.1277014138792203,0.08645682118761552,0.09697170125231051,0.956955067216507,0.8664000752234938,0.181087,0.19980499999999998,,,,,,,0.08645682118761552,0.09697170125231051,,,,13705.906692397257,13228.537758340834,,0.956955067216507,0.8664000752234938,,,,,,,,,,,
Oi,"Telecom, media & tech",OIBR3,n.a.,57.92245,0.196563,2.65766654,0.07396074603099002,0.17,2.5,13.705882352941176,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telefonica,"Telecom, media & tech",VIVT3,Buy,104930.5427,118.26142,147.81683577,0.8000537921405134,32.74,31,-0.05314599877825299,-0.0051819542905,-0.01087613293,-0.01087613293,12.9697486411357,11.5862749225331,4.6554450580971,4.3853908315648,1.5713188711844883,1.565743034499909,0.08404172125229077,0.08863573625534514,0.6217979864978095,0.5570681517511363,0.12139799999999999,0.135378,,,,,,,0.08404172125229077,0.08863573625534514,,,,16386.93888435536,15468.429164424851,,0.6217979864978095,0.5570681517511363,,,,,,,,,,,
Infracommerce,"Telecom, media & tech",IFCM3,Buy,141.87298975,0.762191,1.074292808,0.7094816183485052,1.17,3,1.0547945205479454,0.026315789475,-0.0084745762715,-0.0084745762715,13.329647873981765,8.5696897495787,3.682464172094225,3.203607392502949,0.45117304992981755,0.428607538364038,0,0,1.5483965676228122,1.3694142779556655,0.0342915,0.0512972,,,,,,,0.0,0.0,0.0,,,584.7099801331678,601.6671117200032,597.804218886721,1.5483965676228122,1.3694142779556655,1.1879293758577272,,,,,,,,,,
Unifique,"Telecom, media & tech",FIQE3,Neutral,1903.3177994,2.126759,1.684945024,1.2622126951959234,4.89,4.3,-0.12065439672801637,0.042675783232,-0.014112903225,-0.014112903225,8.84998395486009,7.732603614570691,3.408275115426822,3.014219727064817,1.1846418093768396,1.064325296117498,0.025215698895705522,0.025215698895705522,0.06039732128492376,-0.23013909838508234,0.14077299999999998,0.145005,,,,,,,0.025215698895705522,0.025215698895705522,0.025215698895705522,,,0.031789791359971634,-0.12499744133873077,-0.29640441925035166,0.06039732128492376,-0.23013909838508234,-0.5319590136713008,,,,,,,,,,
Desktop,"Telecom, media & tech",DESK3,Buy,1951.6308114,12.67946,5.637727028,2.2490375885577554,16.84,20,0.18764845605700708,-0.017502917154,-0.014628437682,-0.014628437682,6.58744903369448,5.66738783881756,4.14089223169914,3.56669491898413,1.0354283746725856,0.9054931819159461,0.03246809499406175,0.03932574081353919,1.4962257567553132,1.150058377946283,0.167746,0.170468,,,,,,,0.03246809499406175,0.03932574081353919,0.09074629033254156,,,1100.470956915286,925.6800770698877,829.9206886240654,1.4962257567553132,1.150058377946283,0.9540236098666491,,,,,,,,,,
Rumo S.A.,Infraestrutura,RAIL3,Buy,27372.661662,58.124291,225.6018232,0.25764105172355717,14.75,23,0.5593220338983051,0.0013577732515,-0.00067750677499,-0.00067750677499,11.8353923584224,11.1858199401341,6.3139739961483,5.8150892838196,1.7142292650895756,1.5375105671277112,0,0,n.a.,n.a.,0.153158,0.144922,,,,,,,0.0,0.0,,,,25709.01424015542,25367.875471748426,,,,,,,,,,,,,,
Motiva,Infraestrutura,MOTV3,Buy,30051.232436,62.15148,123.00064879,0.505293920084208,14.95,17,0.13712374581939812,-0.011896893589,-0.0073041168662,-0.0073041168662,12.077472733566,10.1142510390359,5.8929801810272,5.6200372573364,1.7772758343983117,1.5703237177702873,0,0,3.4759914079162124,3.39826269756696,0.155751,0.164857,,,,,,,0.0,0.0,,,,38317.32793700538,39892.205704529115,,3.4759914079162124,3.39826269756696,,,,,,,,,,,
Ecorodovias,Infraestrutura,ECOR3,Buy,7310.97671,25.934854,31.008888844,0.8363683758703341,10.51,11,0.04662226450999052,0.0047801147211,-0.0084905660387,-0.0084905660387,9.08962031120418,8.87381530833754,5.69841724712034,5.90265011460909,1.7264972147706683,1.5734333783456045,0.05500779822074215,0.05634554953377735,4.2742115734290556,4.545830249097163,0.19941099999999998,0.185536,,,,,,,0.05500779822074215,0.05634554953377735,0.05680956231208372,,,21208.53591757132,23676.549201422917,25482.78306213948,4.2742115734290556,4.545830249097163,4.536204709487705,,,,,,,,,,
Hidrovias,Infraestrutura,HBSA3,Buy,4815.75228,8.70189,11.424034044,0.7617177930741817,3.54,6,0.31868131868131866,-0.011173184358,-0.035422343323,-0.035422343323,18.48489638356869,10.9476553428578,6.50175807976747,5.16569574843275,2.178716280672817,2.1385334734858095,0.04057366536723164,0.06850781985875706,2.1383574174100195,1.6525378949425606,0.115682,0.19716,,,,,,,0.04057366536723164,0.06850781985875706,,,,2364.9985027764533,2270.018670358844,,2.1383574174100195,1.6525378949425606,,,,,,,,,,,
Wilson Sons,Infraestrutura,PORT3,Buy,8309.402444,0,15.760326704,0,,13,n.a,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,
